ASTRAZENICA/OXFORD,55
ASTRAZENEKA,54
ASTRAZENECA- OXFORD,54
ASTRA ZENECA OXFORD,52
SINOVAC/ INSTITUTO BUTANTAN,52
PFIZER/BIONTECH,51
INSTITUTO BUTANTA,51
CORONAC,49
SERUM INSTITUTE OF INDIA LTD,46
CORONAVAC- BUTANTAN,45
CORONAVAC/SINOVAC,45
COVISHIELD ASTRAZENICA,44
BUTANTA/CORONAVAC,44
FIOCRUZ/ ASTRAZENECA,43
SINOVAC/CORONAVAC,43
COVID-19 - CORONAVAC - SINOVAC/BUTANTAN,43
DUAS DOSES CORONAVAC,43
INSTITUTO SERUM,42
JASSEN,42
BUTANTA CORONAVAC,41
ASTRAZENECA-OXFORD-FIOCRUZ,41
BUTANTAN/CORONA VAC,41
FIOCRUZ ASTRAZENECA,41
2 DOSES ASTRAZENECA,40
FIO CRUZ ASTRAZENECA,40
OXFORD/FIO CRUZ,39
CORONOVAC  2 DOSES,39
"VACINA COVID-19-RECOMBINANTE, JANSSEN (AD26.COV2.S)",39
ASTRAZENICA/OXFORD/FIOCRUZ,39
ASTRAZENECA/ FIOCRUZ,38
CORONAVACK,38
CORONAVAC/SINOVAC/BUTANTAN,38
SINOVAC/BUTANTA,38
BIONTECH,38
ASTRAZENICA FIO CRUZ,38
JANSSEN-CILAG,38
OXFORD ASTRAZENICA,37
NAO SOUBE INFORMAR,37
ASTRAZENECA/ OXFORD,36
COROVAC,36
OXFORD- FIOCRUZ,35
ASTRAZENECA/ OXFORD/ FIOCRUZ,35
BUTANTA - CORONAVAC,35
VACINA COVID-19 - AD26.COV2.S - JANSSEN-CILAG,35
OXFORD/ASTRAZENICA,35
NAO TOMOU VACINA COVID,35
ATRAZENECA,35
COVISHIELD/OXFORD/FIOCRUZ,34
FIOCRUZ - ASTRAZENECA,33
IGNORADO,33
OXFORD/ ASTRAZENECA,33
COVISHIELD-OXFORD/ASTRAZENECA,33
ASTROZENICA,32
OXFORD - ASTRAZENECA,32
ASTRA ZENECA (INDIA),32
COVID-19 BUTANTAN,32
ASTRAZENICA FIOCRUZ,32
ASTREZENECA,32
BUT,32
ASTRAZENECA / FIOCRUZ,32
2 DOSES DA CORONAVAC,31
COMIRNATY - PFIZER,31
CORNAVAC,31
BUTANTAN - SINOVAC - CORONAVAC,30
OXFORD-FIOCRUZ,30
PZIFER,30
VACINA COVID-19  FIOCRUZ,30
JOHNSON,30
ASTRAZENECAS,29
2 DOSES DE CORONAVAC,29
OXFORD /FIOCRUZ,28
ASTRANZENICA,28
ASTRAZENECA / OXFORD / FIOCRUZ,28
1 DOSE ASTRAZENICA,28
ASTRAZENICA OXFORD,28
PFEIZER,28
CORONAVAC - BUTANTA,27
ASTRAZENECA/FIOCRUZ/OXFORD,27
ASTRAZENICA - FIOCRUZ,27
BT,27
ASTRAZENECA FIO CRUZ,27
ATRAZENICA,27
OXFORD FIO CRUZ,26
BIONTECH/FOSUN PHARMA/PFIZER,26
ASTRAZENIKA,26
NAO SABE,25
CORONAVAC DUAS DOSES,25
CHARDOX OXFORD,25
PFZER,25
FIOCRUZ ASTRAZENICA,25
PFIZER / BIONTECH,24
CORONAVAC/BUTANTAN/INSTITUTO BUTANTAN,24
ASTRAZECA,24
ASTRAZENIC,23
I. BUTANTAN,23
FIOCRUS,23
ASTRAZENICA 1 DOSE,23
2,23
ASTRAZENICA/ OXFORD,22
COMIRNATY,22
FIOCRUZ/OXFORD/ASTRAZENECA,22
ASTRAZENENCA,22
OXFOR/FIOCRUZ,22
CORONAVAC BUTATAN,22
OXFORD/FIOCRUZ/ASTRAZENECA,22
ASTRAZENICA/ OSWALDO CRUZ,22
1 DOSE ASTRAZENECA,22
FIOCRUZ- OXFORD,22
CORONAVAC DUAS DOSES > 15 DIAS,21
BUTANTAN SINOVAC,21
PFAZER,21
ASTRAZENECA/FIO CRUZ,21
ASTRAZENECA  FIOCRUZ,21
SINOVAC CORONAVAC,21
CORONAVAC/BUTATAN,21
2 DOSES ASTRAZENICA,20
FIO CRUZ ASTRAZENICA,20
COVISHIELD AZTRAZENECA,20
ASTRZENECA,20
BUTANATAN,20
2 DOSES DE CORONOVAC,20
COVISHILD/ OXFORD,20
FAIZER,19
COVISHIELD - OXFORD / FIOCRUZ,19
COVISHIELD OXFORD ASTRAZENECA,19
SINOVAC LIFE SCIENCE CO LTD,19
CORONAVAC/FUNDACAO BUTANTAN,19
ASTRAZENECA - 2 DOSES,18
BUNTANTAN,18
ASTRAZENECA - OXFORD,18
NAO TOMOU VACINA,18
ASTRAZENICA 2 DOSES,18
ASTRAZENECA 1 DOSE,18
ASTRZENICA,18
VACINA COVID-19 - COVISHIELD - FUNDACAO OSWALDO CRUZ,17
COVISHIELD/ FUNDACAO OSWALDO CRUZ,17
NAO LEMBRA,17
OXFORD - ASTRAZENICA,17
ASTRAZENICA-FIOCRUZ,17
1 DOSE PFIZER,17
JANSEM,17
COVID-19 - CORONAVAC (BUTANTAN/SINOVAC),17
ASTRAZENEZA,17
1 DOSE,17
FIZER,17
OXFORD ASTRA ZENECA,17
ASTREZENICA,17
VACINA CORONAVAC,17
ASTRAZENECA 2 DOSES,17
ASTRAGENICA,16
JHANSEN,16
BUTATA,16
FRIOCRUZ,16
JANSSEM,16
CORONAVAC- SINOVAC/BUTANTAN,16
COVID-19 - CHADOX1 NCOV-19 (FIOCRUZ/OXFORD),16
COVISSHIELD,16
FIOCRUZ/ASTRA,16
P FIZER,16
CORONAVAC -SINOVAC/BUTANTAN,15
CORONVAC,15
BNT162B2 - BIONTECH/FOSUN PHARMA/PFIZER,15
VACINA COVID-19 BUTANTAN,15
FIO CRUZ - ASTRAZENECA,15
CORONAVAC/BUTANTAM,15
OXFORD/ ASTRAZENICA,15
OXIFORD,15
FIOCRUZ / ASTRAZENECA,15
ASTRA-ZENECA,15
CORONAVAC-BUTANTA,15
OXFORD / ASTRAZENECA,15
SINOVAC/BUTATAN,15
1º/2ºDOSE CORONAVAC S/DATA ESPECIFICADA,15
SINOVAC / CORONAVAC / BUTANTAN,15
SEM DADOS,15
CORONAVAC - BUNTANTAN,15
SINOVAC-BUTANTAN,15
CORONACAC,15
DUAS DOSES,15
1º/2ºDOSE CORONAVAC S/ DATA ESPECIFICADA,14
JHONSON,14
ASTRAZANICA,14
FIO CRUZ/ASTRAZENICA,14
CORONAVAC-SINOVAC,14
FIOCRUZ/ ASTRAZENICA,14
ASTRAZENECA /FIOCRUZ,14
OXFORD/ FIO CRUZ,14
AZTRAZENECA/FIOCRUZ,14
CORONAVAC - SINOVAC,13
FIOCRUZ OXFORD,13
COVISHIELD FIOCRUZ,13
ASTARZENECA,13
CORONA,13
CORONOVAC/BUTANTA,13
02 DOSES CORONAVAC,13
ASTRAZENICA/ FIOCRUZ,13
CORONAVAC /BUTANTAN,13
VACINA COVID-19 - BNT162B2 - BIONTECH/FOSU,13
NAO SABE REFERIR,13
CONONAVAC,13
CORONAVAC 1 DOSE,13
OXFORT,13
CORONAVAC - SINOVAC/BUTANTAN,13
ASTRAZENECA - 1 DOSE,13
CORONAV,13
SINOVAC/ CORONAVAC,12
COVID-19 - CORONAVAC,12
2D CORONAVAC,12
COVID-19 - BNT162B2 - BELGIUM/PFIZER,12
FIO CRUZ - ASTRAZENICA,12
CORONAVA,12
ASTRAZENICA/FIO,12
VACINA COVID-19 - BNT162B2 - BIONTECH/FOSUN,12
CORONOVAC 2 DOSES,12
FIOCRUZ - ASTRAZENICA,12
BUTATAN CORONAVAC,12
CORONAVAC -BUTANTAN,12
SINIVAC,12
JOHNSON & JOHNSON,12
CORONAVAC  2 DOSES,12
SINIVAC/BUTANTAN,12
"2º DOSE CORONAVAC,NAO SOUBE INFORMAR A DATA",12
CORONAVAC (BUTANTAN),12
CORONOVAC BUTANTAN,12
CORONAVAC SINOVAC/BUTANTAN,12
CORAVAC,12
COVID-19 CORONAVAC-SINOVAC/BUTANTAN,11
ASTRAZNECA,11
FIO CRUZ/ASTRAZENECA,11
ASTRAZENECA/OXFORD/FRIOCRUZ,11
CORONAVAK,11
CORONAVAC/ BUTANTA,11
OXOFORD,11
"BUTANTAN, CORONAVAC",11
BIOMANGUINHOS,11
SINOVAC/CORONAVAC/BUTANTAN,11
AZ,11
OXIFORD/FIOCRUZ,11
1° DOSE DA ASTRAZENICA,11
CHADOX,10
COVIHIELD ASTRAZENECA,10
UNIVERSITY OF OXFORD/ASTRAZENECA,10
SINOVAC /BUTANTAN,10
CRONAVAC,10
PFIZER/BIOTECH,10
COVISHIELD - OXFORD/FIOCRUZ,10
ASTRAZENECA OXFORD  FIO CRUZ,10
CORONAVAC - SINOVAC- BUTANTAN,10
JANSSEN / JOHNSON & JOHNSON,10
ASTRAZENICA/FIO CRUZ,10
CORONAVAC/SINOVAC/BUTATAN,10
LABORATORIO BUTANTAN,10
OXFORD-ASTRAZENECA/FUNDACAO OSWALDO CRUZ,10
BUTANAN,10
COROVAC/BUTANTAM,10
BUTANTAN 2 DOSES,10
CORONANAVAC BUTANTAN,10
BUTANTAN /CORONAVAC,10
CORONAVAC (2 DOSES),9
CORONAVAC  BUTANTAN,9
CORONAVAC / BUTANTA,9
BIONTECH/PFIZER,9
BITANTAN,9
1º DOSE (ASTRAZENICA),9
CORONAVAC - SINOVAC / BUTANTAN,9
1 DOSE CORONAVAC,9
AZTRAZENECA/OXFORD,9
ASTRAZENACA,9
NI,9
FICRUZ,9
FIO CRUZ/ ASTRAZENECA,9
2 DOSE CORONAVAC,9
SINOVAC(CORONAVAC),9
COVISHIELD OXFORD/FIOCRUZ,9
OXFORD/ASTRAZENECA/FIOCRUZ,9
1º/2º DOSE CORONAVAC S/ DATA ESPECIFICADA,9
PFYZER,9
OXFOR,9
DUAS DOSES ASTRAZENECA,8
CHADOX OXFORD,8
CORONAVC/BUTANTAN,8
ASTRA ZENECA/OXFORD/FIOCRUZ,8
BUTANTAN (SINOVAC),8
COROVAVAC,8
ASTRAZENECA.,8
ADTRAZENECA,8
"CORONAVAC, BUTANTAN",8
ASTRAENICA,8
ASTRAZERNICA,8
FABRICANTE: INSTITUTO SERUM,8
SERUM INDIA,8
ASTRAZENICAS,8
OXFORD-ASTRAZENECA - FUNDACAO OSWALDO CRUZ,8
2 DOSES DE ASTRAZENICA,8
PFIZER-BIONTECH,8
CORONAVAC-SINOVAC/BUTANTA,8
ASTRASENICA,8
FUNDACAO BUTATAN,8
2º DOSE ASTRAZENECA,8
SINOVAC-BUTANTA,8
AZTRA ZENECA,8
ASTRAZENICO,7
ASTRAZENIZA,7
ASTRAENECA,7
INSTITUTO BUTANTAN CORONAVAC,7
PFIZER 1 DOSE,7
ASTRAZENCIA,7
BUTATAM,7
SINOVAC BUTATAN,7
COVISHIELD- ASTRAZENECA/OXFORD,7
1° DOSE CORONAVAC,7
OXFORD-ASTRAZENICA,7
1º DOSE ASTRAZENECA,7
CORONACAV,7
BUTATAN/CORONAVAC,7
2ºDOSE CORONAVAC,7
BUTANTAN - SINOVAC,7
COVISHIELD OSVALDO CRUZ,7
ASTRAZEMICA,7
INVESTIGAR,7
FUNDACAO OSWALDO CRUZ-VACINA COVID-19 - COVISHIELD,7
JANSSEN (AD26.COV2.S),7
PIZER,7
ASTRAZEENECA,7
PFIZER (NAO RECORDA DATA),7
FUNDACAO OSWALDO CRUZ - FIOCRUZ,7
SEM INFORMACOES,7
INDIA,7
CORONAVAC - BUTATAN,7
COVISHIELD/OXFORD,7
FOCRUZ,7
PFIZZER,7
COROMAVAC,7
ASTRAZENICA / FIOCRUZ,7
COVISHIELD OXFORD FIOCRUZ,7
FIOCRUZ/MS,7
ASTRA-ZENICA,7
ASRAZENECA,7
ASTRAZENIA,6
01 DOSE ASTRAZENECA,6
ASTRAZENECA',6
OSFORD/FIOCRUZ,6
FAISER,6
NAO LEMBRA DATA,6
OXFORD/AZTRAZENECA,6
SINOVAC/ BUTATAN,6
BUTANTAN;CORONAVAC,6
SEM RELATO,6
SINOVAC/BUTANTAM,6
ASTRAZENA,6
OXFORD- ASTRAZENICA,6
COVISHIELD - FUNDACAO OSWALDO CRUZ,6
1° DOSE PFIZER,6
BUTANTAM CORONAVAC,6
NAO RECORDA DATA,6
FIOCRUZ (OXFORD),6
02 DOSE CORONAVAC,6
1D ASTRAZENICA,6
CORONOVAC/BUTANTAN,6
FUND OSWALDO CRUZ,6
"COVISHIELD, FUNDACAO OSWALDO CRUZ",6
CORONAVAC - DUAS DOSES - MARCO E ABRIL,6
CORANAVAC/BUTANTAN,6
PZIER,6
OSFORD,6
PRIMEIRA DOSE,6
JANSSEN - DOSE UNICA,6
VACINA COVID-19-PFIZER,6
9,6
PFZIER,6
PFIZER BIONTECH,6
BUTAMTAM,6
BUTANVAC,6
FIO CRUZ- ASTRAZENECA,6
2D ASTRAZENICA,6
COVISHIELD/BUTANTAN,6
BUANTAN,6
ASTRAZENECA/PFIZER,6
CORONAVAC/SINOVAC-BUTANTAN,6
-CORONAVAC-SINOVAC/BUTANTAN,6
PIFZER,6
FUND OSWALDO CRUZ COVISHIELD,6
OXFORD;FIOCRUZ,6
P.FIZER,6
COVID-19 - COVISHIELD,6
FOICRUZ,6
FIO CRUZ OXFORD,6
COVISHELD,6
PFIZER/COMIRNATY,6
1ª DOSE ASTRAZENECA,6
OXFORD- ASTRAZENECA,6
ASTRAZENICA- FIOCRUZ,6
2 DOSES (SINOVAC),6
CHARDOX / OXFORD,6
1º DOSE ASTRAZENICA,6
BUTANTA (CORONAVAC),6
BUTANTA  2 DOSES,6
COONAVAC,6
ASTRAZENECA /OXFORD/FIOCRUZ,6
VACINA OXFORD,5
DUAS DOSES DE CORONAVAC,5
ASTRAGENECA,5
FUNDACAO OSWALDO CRUZ - COVISHIELD,5
SINOVAC/BUTANTAN/CORONAVAC,5
JANSENN,5
ASTRAZENCA/FIOCRUZ,5
CORONAVAC - TOMOU AS 2 DOSES,5
2 DOSES DE CORONOVAC/BUTANTA,5
ASTRAZENICA DUAS DOSES,5
ASTRAZENICA / OXFORD,5
FUNDACAO BUTANTA,5
ASTROGENICA,5
BUTANTAN/ CORONA VAC,5
COVID-19 ASTRAZENECA,5
BUTANTA/SINOVAC,5
COVIDSHIELD,5
COVISHIELD/FIOCRUZ,5
JOHNSON E JOHNSON,5
BUTANTAN/SINOVAC/CORONAVAC,5
CORONAVAV,5
2º DOSE EM ABRIL CORONAVAC,5
FIOCRUZ (ASTRAZENECA),5
BUTANTAN/CORANAVAC,5
ASTRAZENECA/OXFORD FIOCRUZ,5
PFIZER 2 DOSES,5
BIOTECH,5
ASTRAZNICA,5
ASTRAZENECA - FIO CRUZ,5
INSITUTO BUTANTAN,5
CORONAVAX,5
SINOVAC BIOTECH,5
FIO CRUZ/OXFORD,5
FUND BUTANTAN CORONAVAC,5
1 DOSE DA ASTRAZENICA,5
1° E 2° DOSE DA CORONAVAC,5
FABRICANTE: BUTANTAN/ SINOVAC,5
ASTRAZEINICA,5
CORONAVAC - BUTANTAM,5
PHFIZER,5
1 DOSE OXFORD,5
SINOVAC  BUTANTAN,5
OXFORD / FIO CRUZ,5
P-FIZER,5
CORONAVAC DUAS DOSES.,5
CORONAVAC/INSTITUTO BUTANTAN,5
AZTRAZANECA,5
FIOCRUZ/COVISHIELD,5
ASTRZANECA,5
TOMOU A 1ª E 2ª DOSE DA VACINA PARA COVID,5
COVID 19,5
JASEN,5
CORANOVAC,5
BUTANTA/ CORONAVAC,5
TOMOU AS DUAS DOSES DA VACINA CORONAVAC,5
OBS: 2 DOSES,5
CHADOX / OXFORD,5
BUTANTAN - FUNDACAO BUTANTAN,5
ASTRA/FIOCRUZ,5
PFIZER (COMIRNATY,5
BUTATAM - CORONAVAC - SINOVAC,5
ASTRAZENECA /OXFORD,5
FIOCRUZ/BUTANTAN,5
INTITUTO BUTANTAN,5
BIONTECH PFIZER,5
ASTROZENECA,5
BUTANTAN - 2 DOSES,5
BUTANTA-CORONAVAC,5
ASTRANECA,5
FUNDACAO BUTANTAN CORONAVAC,5
COROVANAC,5
TOMOU A 1ªDOSE DA VACINA PARA COVID,5
ASTRAZENCA/OXFORD/FIOCRUZ,5
ASTRAZENICA /FIOCRUZ,5
ASTRAZENICA/ OXFORD/ FIOCRUZ,5
SINOVAC / CORONAVAC,5
ASTRAZENECA - TOMOU 1 DOSE,5
1º DOSE,5
ASTRA ZENECA-FIOCRUZ,5
"CORONAVAC, DUAS DOSES",5
02 DOSES DE CORONAVAC,5
FUNDACAO BUTANTAN-COVID-19-CORONAVAC-SINOVAC,5
2 DOSES (CORONAVAC),4
1D CORONAVAC,4
OXFORF,4
BUTANTAN (NAO RECORDA DATA),4
I BUTANTAN,4
CORONAVAC 2DOSES,4
VACINA COVID-19 - COVISHIELD-FUNDACAO OSWALDO CRUZ,4
INSTITUTO BUTANTAN - CORONAVAC,4
JANSER,4
COVISHIELD FUNDACAO OSWALDO CRUZ,4
A,4
JANSSEN (AD26.COV2.S) - DOSE UNICA,4
JOHSON,4
CORONAVAC/SINOVAC BUTANTAN,4
BUTAMTAN,4
1ºDOSE CORONAVAC,4
CORONAVC BUTANTAN,4
2 DOSES PFIZER,4
FIORUZ,4
AS DUAS DOSES,4
NAO TOMOU NENHUMA DOSE DA VACINA,4
ASTRAZENECA-OXFORD,4
PFIZER E A EMPRESA DE BIOTECNOLOGIA,4
FIOCRUZ- ASTRAZENICA,4
2 DOSES DA ASTRAZENECA,4
BUTATANTAN,4
ASTRAZENICA OSVALDO CRUZ,4
CORONAVAC - SINOVAC - BUTANTAN,4
ORFORD,4
FUNDACAO OSWALDO,4
ASTREAZENECA,4
NAO TOMOU VACINA DE COVID,4
JANNSEN,4
FIACRUZ,4
CORANAVAC - BUTANTAN,4
?,4
OXFORF/FIOCRUZ,4
SINOVAC-CORONAVAC,4
CORONA VAC BUTANTAN,4
BUTANTAN  CORONAVAC,4
2 DOSES (BUTANTAN) NAO LOCALIZO DATA EM APP,4
JOHNSON&JOHNSON,4
PZIZER,4
ASTRAZENICA/OXFORD/ FIOCRUZ,4
ASTRAZENECA - BUTANTAN,4
ASTRAZENICA  FIOCRUZ,4
FUND. OSWALDO CRUZ,4
ASTRAZENICA (OXFORD),4
BIO N TECH,4
N/I,4
CORINAVAC,4
VACINA COVID-19 - BNT162B2 - BIONTECH/FOS,4
CO,4
OXFORD/FIOCURZ,4
FIUCRUZ,4
1D PFIZER,4
ASTRA  ZENECA,4
2 DOSES AZTRAZENICA,4
JANSSEN CILAG,4
CORONAVAC BUTANTAM,4
02 DOSES,4
FIOCRUZ/ OXFORD,4
BUITANTAN,4
FIO CRUZ/ OXFORD,4
CORONOVAC-BUTANTAN,4
PFIZER - 1 DOSE,4
COVASHIELD,4
INST BUTANTA,4
FIO CRUZ/ ASTRAZENICA,4
SINAVAC,4
SEM EVIDENCIA,4
PFIZER MANUFACTURING,4
CORONAVAC - DUAS DOSES,4
BUTANTAN(CORONAVAC),4
INSTITUTO BUNTANTAN,4
2 DOSES CORONAVAC EM MARCO,4
COVISHIELD FUND. OSWALDO CRUZ,4
OXFORD - ASTRA ZENECA,4
ASTRAZENECA/FUNDACAO OSWALDO CRUZ,4
CORONAVAC- BUTANTA,4
FIOCURZ,4
BUTNTAN,4
BUTATA - CORONAVAC,4
SINOVAC - BUTANATAN,4
CORONAVAC 3° DOSE EM 06/09/2021,4
PACIENTE NAO SOUBE INFORMAR,4
FIOCRUZ / ASTRAZENICA,4
SERUN,4
1ª DOSE PFIZER,4
CORORNAVAC,4
1° DOSE ASTRA ZENECA,4
1 PFIZER,4
CORONOVAC/BUTANTA 2 DOSES,4
OXFORD/COVISHIELD/FIOCRUZ,4
2 DOSE DA CORONAVAC,4
COVISHIELD-OXFORD/FIOCRUZ ( ASTRAZENECA),4
1° DOSE DA CORONAVAC,4
SISTEMA VIDA NAO DISPOE ESSA INFORMACAO,4
BIO MANGUINHOS,4
BUTANATA,4
CHARDOX  OXFORD,4
B,4
ASTRANZENECA,4
SINOVAC- BUTANTAN,4
JANSSEN - CILAG,4
ASTRAZENECA/ OXFORD/FIOCRUZ,4
INST. BUTANTA,4
"CORONAVAC, 2 DOSES",4
"VACINA COVID-19-RECOMBINANTE, JANSSEN",4
AZTRAZENCA,4
DUAS DOSES CORONAVAC.,4
CORONAVAC / BUTANATAN,3
OXFORD / ASTRAZENICA,3
ASTRAZENICA  2 DOSES,3
COVISHELD ASTRAZENECA,3
ASTRAZAENECA,3
SINOVAC/BUTANATAN,3
CORONAVAC',3
FIO CRUZ / ASTRAZENECA,3
PFIZER-COMINARTY,3
ASTRANEZECA,3
AZTRANENECA,3
OXFOD,3
FIO,3
2DOSE CORONAVAC,3
VACINA COVID-19 - BNT162B2 - BIONTECH / FO,3
INST BUTANTAN,3
BUTTANTAN,3
BIONTECH-PFIZER,3
ANTRAZENICA,3
ASTRRAZENICA,3
COVID-19-COVISHIELD-OXFORD/FIOCRUZ/COVID-19-ASTRAZENECA,3
CORONAVAC ( TOMOU AS 02 DOSES),3
OXFORD ASTRAZENECA - FUNDACAO OSWALDO CRUZ,3
VACINA COVID 19 COVISHIELD,3
PFIZER MANUFACTURING BELGIUM NV - BELGIVA,3
"CORONAVAC, SINOVAC",3
SINOVAC/BRUTANTAN,3
CORONAVAC-BUTATAN,3
CORONAVAC  / BUTANTAN,3
AS 2 DOSES,3
I.BUTANTAN,3
ASTRAZENECA FIOCRUZ OXFORD,3
CORONAVAC - BUTANTAN / SINOVAC,3
I.B.,3
SINIVAC/ BUTANTAN,3
CORONAVAC / BUTATAN,3
1,3
COORNAVAC,3
OXFOR FIOCRUZ,3
PFAISER,3
FUND. OSWALDO CRUZ/COVISHIELD,3
2° DOSE CORONAVAC,3
BUTANTAM/ CORONAVAC,3
ASTRAZENICA',3
ASTRAZENICA - FIO CRUZ,3
COTONAVAC,3
NAO TOMOU A VACINA,3
MINISTERIO DA SAUDE - PFIZER,3
COVISHIELD - OXFORD,3
INSTITUO BUTANTAN,3
FUNDACAO BUNTANTAN,3
PFIZER COMINARTY,3
BUTATAN - CORONAVAC,3
2 DOSES DE  CORONAVAC,3
ASTRAZENICA /OXFORD,3
SINAVAC BUTANTAN,3
ASTTRAZENECA,3
PFIZER - COMIRNATY,3
COVAX,3
FUNDACAO BUTANTAM,3
FIOCRUZ-OXFORD,3
BUTANTAN/CORONOVAC,3
CORONAVAC / SINOVAC / BUTANTAN,3
TOMOU AS DUAS DOSES DA CORONAVAC.,3
CORONAVAC 2 DOSES EM MARCO,3
NAO TOMOU VACINA COVID.,3
ASTRAZENECA/OXFORD/FIOCRUZ E PFIZER,3
SINOVAC/ BUTANTA,3
FIOCRUZ- ASTRAZENECA,3
COVISHILD OXFORD,3
NAO SABE INFORMAR DATA,3
2º DOSE,3
PFZER - BIONTECH,3
CORONAVAC -  BUTANTAN,3
IGN,3
COVISHIELD OXFORD,3
CORONOVAC/BUTANTA  2 DOSES,3
2 DOSE DE CORONAVAC,3
CORONAC BUTANTAN,3
INSTITUTO BUTATA,3
OCFORD/FIOCRUZ,3
CORONAVAC 1ª E 2ª,3
COVISHIELD OSWALDO CRUZ,3
CORONAVAC-INSTITUTO BUTANTAN,3
ASTRAZENCA/OXFORD,3
